No,Nama,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Target
935,Sari,94,91,99,66,95,62,91,80,66,74,IF
936,Indra,96,85,85,77,75,83,75,93,96,98,RKS
937,Gita,67,76,89,60,84,95,61,87,67,91,GM
938,Citra,69,95,97,84,69,61,99,99,82,65,IN
939,Bayu,75,65,67,99,73,92,90,79,94,90,MK
940,Zain,76,90,90,63,82,77,83,95,63,90,LPI
941,Zain,73,79,85,66,63,100,62,62,96,70,TPPU
942,Tono,83,65,99,91,96,87,85,98,80,75,IF
943,Sari,67,89,94,93,63,81,97,93,61,72,RPE
944,Nina,97,73,81,90,94,96,94,68,68,86,TRPL
945,Joko,76,85,81,90,73,87,92,99,96,89,TPPU
946,Mira,90,63,96,62,92,60,83,64,93,90,ABT
947,Nina,78,68,95,99,90,100,98,80,74,88,EM
948,Oscar,92,92,86,89,86,95,97,67,61,84,KP
949,Tono,64,60,81,67,65,98,83,61,90,90,RPE
950,Zain,79,87,92,87,83,69,75,81,62,90,TRM
951,Joko,73,98,83,92,71,79,97,80,71,85,AK
952,Gita,88,75,79,61,61,86,93,62,61,76,EM
953,Krisna,79,62,96,87,84,90,97,84,68,90,ABT
954,Mira,72,86,100,69,61,85,92,93,88,95,RKS
955,Sari,96,66,78,84,73,72,80,92,89,79,AK
956,Hadi,60,91,94,60,83,73,93,86,68,60,EM
957,Zain,62,60,84,75,73,62,90,81,78,69,KP
958,Eka,75,98,86,86,60,88,76,72,87,75,RKS
959,Hadi,77,90,93,95,64,74,65,67,97,87,RKS
960,Fitri,77,97,91,73,62,91,74,65,67,81,IF
961,Tono,96,100,72,60,77,70,61,100,83,89,AM
962,Indra,90,63,76,83,78,97,99,89,81,68,TPPU
963,Tono,100,85,68,92,87,85,68,76,77,73,AM
964,Sari,66,83,83,96,71,83,61,75,77,71,RE
965,Bayu,64,76,83,69,88,86,74,93,95,66,AN
966,Lina,85,70,63,68,93,89,61,85,64,69,GM
967,Zain,77,76,70,66,65,92,61,72,66,72,AM
968,Oscar,90,88,72,66,74,70,76,90,66,92,MK
969,Krisna,86,95,68,68,87,88,94,78,98,96,IN
970,Nina,72,75,61,95,83,71,98,66,83,75,MK
971,Mira,71,89,92,89,75,73,93,87,61,76,TRM
972,Oscar,74,65,94,80,96,63,87,87,76,75,ABT
973,Dewi,76,66,85,88,92,89,65,77,64,85,ABT
974,Bayu,84,69,68,99,66,81,80,90,80,89,RKS
975,Mira,82,75,98,79,92,60,87,65,81,69,IF
976,Indra,77,91,75,96,85,86,77,60,84,84,AM
977,Eka,90,70,71,76,69,96,88,89,63,85,MK
978,Indra,87,62,93,95,67,97,81,90,98,69,RKS
979,Zain,99,69,76,62,62,65,69,99,69,73,AM
980,Dewi,67,70,93,87,78,79,91,77,62,83,WE
981,Nina,73,100,98,74,80,72,62,73,79,96,AN
982,Fitri,87,96,71,74,88,63,85,61,85,68,ME
983,Zain,81,90,88,78,79,81,90,72,94,81,ME
984,Zain,94,82,99,74,89,91,69,71,97,66,GM
985,Hadi,96,62,84,64,100,99,62,78,76,92,TRPL
986,Nina,72,71,65,69,81,72,90,79,93,83,EM
987,Gita,64,87,97,95,75,69,84,74,94,78,TRE
988,Wati,62,76,92,74,70,68,99,69,89,82,KP
989,Oscar,91,89,78,96,65,96,93,99,75,80,MS
990,Oscar,70,92,88,90,88,90,62,67,99,72,RE
991,Eka,82,99,60,98,60,98,66,63,85,62,TRE
992,Gita,78,85,67,76,84,73,93,81,63,82,TRM
993,Citra,78,91,96,72,84,83,81,63,65,88,AM
994,Tono,60,81,80,98,85,72,93,72,69,88,KP
995,Lina,78,86,83,65,98,77,65,98,77,97,ME
996,Dewi,94,94,71,77,95,100,61,66,82,78,WE
997,Gita,93,95,74,84,96,98,95,96,76,88,RKS
998,Dewi,74,80,100,81,83,61,77,67,97,94,EM
999,Hadi,73,98,64,63,63,89,98,96,62,92,EM
1000,Rudi,91,74,91,73,94,97,95,82,77,100,MS
